Database,GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
July 2025,G100000108131,L100000103872,United States,https://www.gem.wiki/Prairie_State_Energy_Campus,Prairie State Energy Campus,Unit 2,,,Missouri Joint Municipal Electric Utility Commission [12%]; Lively Grove Energy Partners LLC [5%]; Southern Illinois Power Cooperative Inc [7%]; Northern Illinois Municipal Power Agency [7%]; Illinois Municipal Elec Agency [15%]; Kentucky Municipal Power Agency [7%]; Prairie Power Inc [8%]; American Municipal Power Inc [23%]; Indiana Municipal Power Agency [12%],E100000002268 [12%]; E100000001141 [23%]; E100001001343 [5%]; E100000002322 [7%]; E100001001334 [7%]; E100001001370 [7%]; E100000001258 [12%]; E100001001324 [15%]; E100001001384 [8%],Illinois Municipal Elec Agency [15.2%]; Indiana Municipal Power Agency [12.6%]; Missouri Joint Municipal Electric Utility Commission [12.3%]; Prairie Power Inc [8.2%]; Kentucky Municipal Power Agency [7.8%]; Northern Illinois Municipal Power Agency [7.6%]; Clay Electric Co-operative Inc; Clinton County Electric Cooperative Inc; Egyptian Electric Cooperative Association; Monroe County Electric Co-Operative Inc; Peabody Energy Corp; small shareholder(s); SouthEastern Illinois Electric Cooperative Inc; Southern Illinois Electric Cooperative; Tri-County Electric Cooperative Inc,E100001001324 [15.2%]; E100000002268 [12.6%]; E100000001258 [12.3%]; E100001001384 [8.2%]; E100001001334 [7.8%]; E100001001370 [7.6%]; E100002000196; E100002000190; E100002000191; E100002000192; E100001000402; E100001015587; E100002000193; E100002000194; E100002000195,883.0,operating,2012.0,,,supercritical,bituminous,Lively Grove Mine,,,,Marissa,St. Clair,,Illinois,Northern America,Americas,38.278252,-89.668569,exact,,,,,,,,,13,0.55,9249.900000000001,94600,3.927809570722519,22,86.41181055589541
July 2025,G100000108491,L100000103813,United States,https://www.gem.wiki/Rawhide_Energy_Station,Rawhide Energy Station,Unit 1,,,Platte River Power Authority [100%],E100000002303 [100%],Platte River Power Authority [100.0%],E100000002303 [100.0%],293.6,operating,1984.0,,2029.0,subcritical,subbituminous,,,,,Wellington,Larimer,,Colorado,Northern America,Americas,40.860042,-105.026917,exact,,,,,,,,,41,0.55,12617.9,96100,1.809789509622808,4,7.23915803849123
July 2025,G100000108492,L100000103814,United States,https://www.gem.wiki/Ray_Nixon_Power_Plant,Ray Nixon Power Plant,Unit 1,RD Nixon power station,,City of Colorado Springs (Colorado) [100%],E100000002206 [100%],City of Colorado Springs (Colorado) [100.0%],E100000002206 [100.0%],207.0,operating,1980.0,,2030.0,subcritical,bituminous,,,,,Fountain,El Paso,,Colorado,Northern America,Americas,38.633447,-104.707803,exact,,,,,,,,,45,0.55,12617.9,94600,1.256059201761609,5,6.280296008808048
July 2025,G100000108505,L100000104012,United States,https://www.gem.wiki/Red_Hills_Generation_Facility,Red Hills Generation Facility,Unit 1,,,S E Choctaw LLC [100%],E100001001400 [100%],Southern Co [100.0%],E100000001309 [100.0%],513.7,operating,2001.0,,,subcritical,lignite,,,,,Red Hills,Choctaw,,Mississippi,Northern America,Americas,33.376153,-89.218469,exact,,,,,,,,,24,0.55,10442.4,101000,2.754183111676247,11,30.29601422843872
July 2025,G100000100059,L100000104121,United States,https://www.gem.wiki/River_Valley_power_station,River Valley power station,Unit 1,Shady Point Generation Plant,,Oklahoma Gas and Electric Co [100%],E100000003695 [100%],OGE Energy Corp [100.0%],E100000001269 [100.0%],175.0,operating,1990.0,,,subcritical,bituminous,,,,,Poteau,Leflore,,Oklahoma,Northern America,Americas,35.191944,-94.6425,exact,,,,,,,,,35,0.55,12617.9,94600,1.061885798590733,5,5.309428992953665
July 2025,G100000108608,L100000103895,United States,https://www.gem.wiki/Rockport_Plant,Rockport Plant,Unit 2,,,AEP Generating Co [35%]; Kentucky Power Co [15%]; Indiana Michigan Power Co [50%],E100001000623 [50%]; E100000003413 [15%]; E100001000622 [35%],American Electric Power Company Inc [50.0%]; Commercial Development Company Inc,E100000001140 [50.0%]; E100001001259,1300.0,operating,1989.0,,2028.0,supercritical,subbituminous,,,,,Rockport,Spencer,,Indiana,Northern America,Americas,37.925708,-87.037083,exact,,,,,,,,,36,0.55,10511.25,96100,6.675482348561812,3,20.02644704568544
July 2025,G100000108653,L100000104086,United States,https://www.gem.wiki/Roxboro_Steam_Plant,Roxboro Steam Plant,Unit 4,Person County Energy Complex,,North Carolina Electric Membership Corp; Duke Energy Progress LLC [100%],E100000002842 [100%]; E100000002293,Duke Energy Corp [100.0%]; North Carolina Electric Membership Corp,E100000001194 [100.0%]; E100000002293,745.2,operating,1980.0,,2028.0,subcritical,bituminous,,,,,Roxboro,Person,,North Carolina,Northern America,Americas,36.484086,-79.072225,exact,,,,,,,,,45,0.55,10877.5,94600,3.898114764087754,3,11.69434429226326
July 2025,G100000108654,L100000103958,United States,https://www.gem.wiki/Roy_S._Nelson_Generating_Plant,Roy S. Nelson Generating Plant,Unit 6,,,Entergy Louisiana LLC [40%]; East Texas Electric Cooperative Inc [9%]; Sam Rayburn G&T Electric Cooperative Inc [10%]; Entergy Texas Inc [29%]; EAM Nelson Holding LLC [10%],E100000002991 [29%]; E100001001403 [10%]; E100000002988 [40%]; E100000002244 [9%]; E100001001279 [10%],Entergy Corp [70.0%]; Sam Rayburn G&T Electric Cooperative Inc [10.0%]; East Texas Electric Cooperative Inc [9.1%],E100000001209 [70.0%]; E100001001403 [10.0%]; E100000002244 [9.1%],614.6,operating,1982.0,,2028.0,subcritical,subbituminous,,,,,Westlake,Calcasieu,,Louisiana,Northern America,Americas,30.284383,-93.288861,exact,,,,,,,,,43,0.55,10877.5,96100,3.265927818208498,3,9.797783454625494
July 2025,G100000108782,L100000104211,United States,https://www.gem.wiki/San_Miguel_Electric_Cooperative,San Miguel Electric Cooperative,Unit 1,SMECI,,San Miguel Electric Cooperative Inc [100%],E100001001063 [100%],San Miguel Electric Cooperative Inc [100.0%],E100001001063 [100.0%],410.0,operating,1982.0,,2027.0,subcritical,lignite,,,,,Jourdanton,Atascosa,,Texas,Northern America,Americas,28.704397,-98.477428,exact,,,,,,,,,43,0.55,11747.7,101000,2.472974421375645,2,4.945948842751291
July 2025,G100000108788,L100000104213,United States,https://www.gem.wiki/Sandy_Creek_Plant,Sandy Creek Plant,Unit 1,,,Sandy Creek Energy Associates LP [63%]; Riesel HoldCo LLC [25%]; Lower Colorado River Authority [11%],E100000002279 [11%]; E100001001396 [25%]; E100001001404 [63%],Dynegy Inc [31.9%]; Lower Colorado River Authority [11.1%]; National Rural Utilities Cooperative Finance Corporation Corp [1.8%]; LS Power Development LLC,E100000001196 [31.9%]; E100000002279 [11.1%]; E100001011447 [1.8%]; E100000001248,1008.0,operating,2013.0,,,supercritical,subbituminous,,,,,Riesel,McLennan,,Texas,Northern America,Americas,31.47506,-96.95735,exact,,,,,,,,,12,0.55,9249.900000000001,96100,4.554938355744825,23,104.763582182131
July 2025,G100000108867,L100000103896,United States,https://www.gem.wiki/Schahfer_Generating_Station,Schahfer Generating Station,Unit 17,Rollin M. Schahfer Generating Station,,Northern Indiana Public Service Company LLC [100%],E100000003663 [100%],NiSource Inc [100.0%],E100000001268 [100.0%],423.5,operating,1983.0,,2025.0,subcritical,bituminous,,,,,Wheatfield,Jasper,,Indiana,Northern America,Americas,41.216194,-87.023761,exact,,,,,,,,,42,0.55,11747.7,94600,2.392538554479947,1,2.392538554479947
July 2025,G100000108871,L100000103847,United States,https://www.gem.wiki/Scherer_Steam_Generating_Station,Scherer Steam Generating Station,Unit 3,,,Florida Power & Light Co [25%]; Georgia Power Co [75%],E100000003093 [75%]; E100000003156 [25%],Southern Co [75.0%]; NextEra Energy Inc [25.0%],E100000001309 [75.0%]; E100000001267 [25.0%],891.0,operating,1987.0,,2038.0,subcritical,subbituminous,"Buckskin Mine (Kiewit), Cordero Rojo Mine (Navajo), Eagle Butte Mine (Eagle Specialty Materials), Caballo Mine (Peabody)",,,,Juliette,Monroe,,Georgia,Northern America,Americas,33.060308,-83.806889,exact,,,,,,,,,38,0.55,10877.5,96100,4.734691972052997,13,61.55099563668896
July 2025,G100000108875,L100000104050,United States,https://www.gem.wiki/Schiller_Station,Schiller Station,Unit 6,,,Granite Shore Power LLC [100%],E100000003111 [100%],Atlas Holdings LLC; Energy Trading Innovations LLC,E100000001148; E100001011290,45.0,operating,1957.0,,2025.0,subcritical,bituminous,,,,,Portsmouth,Rockingham,,New Hampshire,Northern America,Americas,43.096778,-70.784167,exact,,,,,,,,,68,0.55,12617.9,94600,0.2730563482090456,1,0.2730563482090456
July 2025,G100000108915,L100000103833,United States,https://www.gem.wiki/Seminole_Generating_Station,Seminole Generating Station,Unit 2,,,Seminole Electric Cooperative Inc [100%],E100000002318 [100%],Seminole Electric Cooperative Inc [100.0%],E100000002318 [100.0%],717.0,operating,1984.0,,,subcritical,bituminous,,,,,Palatka,Putnam,,Florida,Northern America,Americas,29.733883,-81.6324,exact,,,,,,,,,41,0.55,10877.5,94600,3.750601564480568,5,18.75300782240284
July 2025,G100000108942,L100000104160,United States,https://www.gem.wiki/Seward_Power_Plant,Seward Power Plant,Unit 6,,,Seward Generation LLC [100%],E100001001407 [100%],Robindale Energy Services Inc,E100000132138,585.0,operating,2004.0,,,subcritical,bituminous,,,,,Seward,Indiana,,Pennsylvania,Northern America,Americas,40.407083,-79.034008,exact,,,,,,,,,21,0.55,10442.4,94600,2.937709677283525,14,41.12793548196935
July 2025,G100000109079,L100000103948,United States,https://www.gem.wiki/Shawnee_Fossil_Plant,Shawnee Fossil Plant,Unit 1,,,Tennessee Valley Authority [100%],E100000002329 [100%],Tennessee Valley Authority [100.0%],E100000002329 [100.0%],175.0,operating,1953.0,,2035.0,subcritical,bituminous,,,,,West Paducah,McCracken,,Kentucky,Northern America,Americas,37.152414,-88.776922,exact,,,,,,,,,72,0.55,12617.9,94600,1.061885798590733,10,10.61885798590733
July 2025,G100000109096,L100000104043,United States,https://www.gem.wiki/Sheldon_Station,Sheldon Station,Unit 2,,,Nebraska Public Power District [100%],E100000002289 [100%],Nebraska Public Power District [100.0%],E100000002289 [100.0%],119.9,operating,1965.0,,,subcritical,bituminous,,,,,Hallam,Lancaster,,Nebraska,Northern America,Americas,40.559264,-96.783911,exact,,,,,,,,,60,0.55,12617.9,94600,0.7275434700058792,5,3.637717350029396
July 2025,G100000109234,L100000104003,United States,https://www.gem.wiki/Sherburne_County_Plant,Sherburne County Plant,Unit 3,Sherco,,Xcel Energy Inc [59%]; Southern Minnesota Municipal Power Agency [41%],E100001001413 [41%]; E100000001329 [59%],Xcel Energy Inc [59.0%]; Southern Minnesota Municipal Power Agency [41.0%],E100000001329 [59.0%]; E100001001413 [41.0%],938.7,operating,1987.0,,2030.0,subcritical,subbituminous,,,,,Becker,Sherburne,,Minnesota,Northern America,Americas,45.379811,-93.896694,exact,,,,,,,,,38,0.55,10877.5,96100,4.988165380657854,5,24.94082690328927
July 2025,G100000109381,L100000104027,United States,https://www.gem.wiki/Sikeston_power_station,Sikeston power station,Unit 1,,,City of Sikeston (Missouri) [100%],E100001001249 [100%],City of Sikeston (Missouri) [100.0%],E100001001249 [100.0%],261.0,operating,1981.0,,,subcritical,bituminous,,,,,Sikeston,Scott,,Missouri,Northern America,Americas,36.878936,-89.62055,exact,,,,,,,,,44,0.55,12617.9,94600,1.583726819612465,5,7.918634098062323
July 2025,G100000109389,L100000104004,United States,https://www.gem.wiki/Silver_Bay_Power_Plant,Silver Bay Power Plant,Unit 2,,,Cleveland-Cliffs Inc [100%],E100001000649 [100%],Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],81.6,operating,1962.0,,,subcritical,subbituminous,,,,,Silver Bay,Lake,,Minnesota,Northern America,Americas,47.286678,-91.260331,exact,,,,other metals & mining,power,,,yes,63,0.55,12617.9,96100,0.5029932697044315,5,2.514966348522157
July 2025,G100000109448,L100000104028,United States,https://www.gem.wiki/Sioux_Power_Plant,Sioux Power Plant,Unit 1,Sioux Energy Center,,Union Electric Co [100%],E100000004265 [100%],Ameren Corp [100.0%],E100000001139 [100.0%],549.7,operating,1967.0,,2035.0,supercritical,bituminous,,,,,West Alton,St Charles,,Missouri,Northern America,Americas,38.914656,-90.288517,exact,,,,,,,,,58,0.55,10511.25,94600,2.778643211451365,10,27.78643211451364
July 2025,G100000109527,L100000104127,United States,https://www.gem.wiki/Sooner_Generating_Station,Sooner Generating Station,Unit 2,,,Oklahoma Gas and Electric Co [100%],E100000003695 [100%],OGE Energy Corp [100.0%],E100000001269 [100.0%],568.8,operating,1980.0,,,subcritical,subbituminous,,,,,Red Rock,Noble,,Oklahoma,Northern America,Americas,36.454469,-97.052419,exact,,,,,,,,,45,0.55,10877.5,96100,3.022550834684336,5,15.11275417342168
July 2025,G100000109549,L100000104277,United States,https://www.gem.wiki/South_Oak_Creek_Plant,South Oak Creek Plant,Unit 8,Oak Creek Power Plant (OCPP),,Wisconsin Electric Power Co [100%],E100000004336 [100%],WEC Energy Group Inc [100.0%],E100000001324 [100.0%],324.0,operating,1967.0,,2026.0,subcritical,bituminous,,,,,Oak Creek,Milwaukee,,Wisconsin,Northern America,Americas,42.845978,-87.829956,exact,,,,,,,,,58,0.55,11747.7,94600,1.830419106615119,1,1.830419106615119
July 2025,G100000109562,L100000104162,United States,https://www.gem.wiki/Spring_Grove_power_station,Spring Grove power station,GEN5,"Pixelle Specialty Solutions LLC - Spring Grove Facility, Spring Grove Paper Mill, P.H. Glatfelter Spring Grove Power Plant",,Pixelle Specialty Solutions LLC [100%],E100000001284 [100%],LINDSAY GOLDBERG LLC [100.0%],E100001001339 [100.0%],45.9,operating,1989.0,,,subcritical,unknown,Bailey mine,,,,Spring Grove,,,Pennsylvania,Northern America,Americas,39.870722,-76.86822,exact,,,,pulp & paper,power,,,yes,36,0.55,12617.9,96100,0.2829337142087427,5,1.414668571043714
July 2025,G100000109566,L100000103792,United States,https://www.gem.wiki/Springerville_power_station,Springerville power station,Unit 4,,,Salt River Project [100%],E100000001291 [100%],Salt River Project [100.0%],E100000001291 [100.0%],458.1,operating,2009.0,,,subcritical,subbituminous,,,,,Springerville,Apache,,Arizona,Northern America,Americas,34.318533,-109.166003,exact,,,,,,,,,16,0.55,9572.2,96100,2.142185078911089,19,40.70151649931069
July 2025,G100000109568,L100000103950,United States,https://www.gem.wiki/Spurlock_power_station,Spurlock power station,"Unit 2, timepoint 1",HL Spurlock power station,,East Kentucky Power Cooperative Inc [100%],E100000002243 [100%],East Kentucky Power Cooperative Inc [100.0%],E100000002243 [100.0%],592.1,operating,1981.0,,,subcritical,bituminous,,"fossil gas: natural gas, coal: bituminous",G100001048353,,Maysville,Mason,,Kentucky,Northern America,Americas,38.700089,-83.817286,exact,,,,,,,,yes,44,0.55,10877.5,94600,3.097254095298388,5,15.48627047649194
July 2025,G100000109597,L100000103835,United States,https://www.gem.wiki/Stanton_Energy_Center,Stanton Energy Center,"Unit 2, timepoint 1",CH Stanton power station,,Florida Municipal Power Agency [23%]; Kissimmee Utility Authority [5%]; Orlando Utilities Commission [71%],E100000001273 [71%]; E100000002254 [23%]; E100000002271 [5%],Orlando Utilities Commission [71.6%]; Florida Municipal Power Agency [23.0%]; Kissimmee Utility Authority [5.0%],E100000001273 [71.6%]; E100000002254 [23.0%]; E100000002271 [5.0%],464.5,operating,1996.0,,2027.0,subcritical,bituminous,,fossil gas: natural gas,G100001018025,bioenergy,Bithlo,Orange,,Florida,Northern America,Americas,28.482811,-81.167647,exact,,,,,,,,not found,29,0.55,10442.4,94600,2.332591701022559,2,4.665183402045119
July 2025,G100000110030,L100000103990,United States,https://www.gem.wiki/TES_Filer_City_Station,TES Filer City Station,Unit 1,,,NorthStar Clean Energy Co [50%]; Tondu Corp [50%],E100000136049 [50%]; E100001000708 [50%],CMS Energy Corp [50.0%]; Tondu Corp [50.0%],E100000001164 [50.0%]; E100001000708 [50.0%],70.0,operating,1990.0,,,subcritical,bituminous,,,,bioenergy,Filer City,,,Michigan,Northern America,Americas,44.217,-86.2906,exact,,,,,,,,yes,35,0.55,12617.9,94600,0.4247543194362931,5,2.123771597181466
July 2025,G100000110086,L100000104030,United States,https://www.gem.wiki/Thomas_Hill_Energy_Center,Thomas Hill Energy Center,Unit 3,,,Associated Electric Cooperative Inc [100%],E100000002178 [100%],Central Electric Power Cooperative Inc; KAMO Electric Cooperative Inc; M&A Electric Power Cooperative; N.W. Electric Power Cooperative Inc; Northeast Missouri Electric Power Cooperative Inc; Sho-Me Power Electric Cooperative,E100001001073; E100002000074; E100002000075; E100002000077; E100002000076; E100002000078,738.0,operating,1982.0,,,subcritical,subbituminous,,,,,Clifton Hill,Randolph,,Missouri,Northern America,Americas,39.552742,-92.638175,exact,,,,,,,,,43,0.55,10877.5,96100,3.921664057660058,5,19.60832028830029
July 2025,G100000110222,L100000104215,United States,https://www.gem.wiki/Tolk_Station,Tolk Station,Unit 1,,,Southwestern Public Service Co [100%],E100000004085 [100%],Xcel Energy Inc [100.0%],E100000001329 [100.0%],568.0,operating,1982.0,,2028.0,subcritical,subbituminous,,,,,Muleshoe,Lamb,,Texas,Northern America,Americas,34.185119,-102.569306,exact,,,,,,,,,43,0.55,10877.5,96100,3.01829970833457,3,9.05489912500371
July 2025,G100000110318,L100000103951,United States,https://www.gem.wiki/Trimble_County_power_station,Trimble County power station,Unit 2,,,Illinois Municipal Elec Agency [12%]; Indiana Municipal Power Agency [12%]; Louisville Gas & Electric Co [14%]; Kentucky Utilities Co [60%],E100000002268 [12%]; E100000003494 [14%]; E100001001324 [12%]; E100000003414 [60%],PPL Corp [75.0%]; Indiana Municipal Power Agency [12.9%]; Illinois Municipal Elec Agency [12.1%],E100000001278 [75.0%]; E100000002268 [12.9%]; E100001001324 [12.1%],834.0,operating,2011.0,,,supercritical,bituminous,,,,,Bedford,Trimble,,Kentucky,Northern America,Americas,38.584722,-85.411944,exact,,,,,,,,,14,0.55,9249.900000000001,94600,3.709845053207906,21,77.90674611736603
July 2025,G100000110346,L100000104048,United States,https://www.gem.wiki/TS_Power_Plant,TS Power Plant,"Unit 1, timepoint 1",,,Nevada Gold Energy LLC [100%],E100001016505 [100%],Barrick Gold Corp [61.5%]; Newmont Corp [38.5%],E100000000103 [61.5%]; E100000001597 [38.5%],242.0,operating,2008.0,,,subcritical,subbituminous,,fossil gas: natural gas,G100001017864,,Battle Mountain,Eureka,,Nevada,Northern America,Americas,40.746006,-116.529833,exact,,,,other metals & mining,power,,,no,17,0.55,11312.6,96100,1.337404349636699,18,24.07327829346058
July 2025,G100000101720,L100000103906,United States,https://www.gem.wiki/Walter_Scott_Jr._power_station,Walter Scott Jr. power station,Unit 4,Council Bluffs Energy Center,,MidAmerican Energy Co [59%]; Lincoln Electric System [12%]; unknown [5%]; Corn Belt Power Cooperative [5%]; Central Iowa Power Cooperative [9%]; Municipal Energy Agency of Nebraska [6%],E100000003563 [59%]; E100001000645 [9%]; E100000002275 [12%]; E100000150456 [6%]; E100000132388 [5%]; E100001001263 [5%],Berkshire Hathaway Inc [59.7%]; Lincoln Electric System [12.7%]; Central Iowa Power Cooperative [9.6%]; Municipal Energy Agency of Nebraska [6.9%]; unknown [5.6%]; Touchstone Energy Cooperative Inc,E100000001155 [59.7%]; E100000002275 [12.7%]; E100001000645 [9.6%]; E100000150456 [6.9%]; E100000132388 [5.6%]; E100000001311,922.5,operating,2007.0,,,supercritical,subbituminous,,,,,Council Bluffs,Pottawattamie,,Iowa,Northern America,Americas,41.181158,-95.837653,exact,,,,,,,,,18,0.55,9249.900000000001,96100,4.168581977355754,17,70.86589361504782
July 2025,G100000110743,L100000103900,United States,https://www.gem.wiki/Warrick_Power_Plant,Warrick Power Plant,Unit 4,,,Southern Indiana Gas and Electric Co [50%]; Alcoa Power Generating Inc [50%],E100000004081 [50%]; E100001010047 [50%],Alcoa Corp [50.0%]; CenterPoint Energy Inc [50.0%],E100001000636 [50.0%]; E100000001177 [50.0%],323.0,operating,1970.0,,,subcritical,bituminous,,,,,Newburgh,Warrick,,Indiana,Northern America,Americas,37.915,-87.333681,exact,,,,aluminum,power,,,,55,0.55,11747.7,94600,1.824769664928035,5,9.123848324640177
July 2025,G100000110746,L100000104180,United States,https://www.gem.wiki/Wateree_Station,Wateree Station,Unit 1,,,Dominion Energy South Carolina Inc [100%],E100000002818 [100%],Dominion Energy Inc,E100000001193,385.9,operating,1970.0,,2031.0,supercritical,bituminous,,,,,Eastover,Richland,,South Carolina,Northern America,Americas,33.826383,-80.621758,exact,,,,,,,,,55,0.55,11352.15,94600,2.106714004953626,6,12.64028402972176
July 2025,G100000110861,L100000104218,United States,https://www.gem.wiki/Welsh_Power_Plant,Welsh Power Plant,"Unit 1, timepoint 1",,,Southwestern Electric Power Co [100%],E100000004084 [100%],American Electric Power Company Inc [100.0%],E100000001140 [100.0%],558.0,operating,1977.0,,2028.0,subcritical,subbituminous,,fossil gas: natural gas,G100001017976,,Pittsburg,Titus,,Texas,Northern America,Americas,33.055217,-94.840283,exact,,,,,,,,no,48,0.55,10877.5,96100,2.965160628962483,3,8.895481886887447
July 2025,G100000110914,L100000104280,United States,https://www.gem.wiki/Weston_Power_Plant,Weston Power Plant,"Unit 4, timepoint 1",,,Dairyland Power Cooperative [30%]; Wisconsin Public Service Corp [70%],E100000004338 [70%]; E100000002769 [30%],WEC Energy Group Inc [70.0%]; Touchstone Energy Cooperative Inc [30.0%],E100000001324 [70.0%]; E100000001311 [30.0%],595.0,operating,2008.0,,2032.0,supercritical,subbituminous,,,,,Rothschild,Marathon,,Wisconsin,Northern America,Americas,44.857744,-89.650192,exact,,,,,,,,,17,0.55,9249.900000000001,96100,2.68867889054382,7,18.82075223380674
July 2025,G100000110918,L100000104044,United States,https://www.gem.wiki/Whelan_Energy_Center,Whelan Energy Center,Unit 2,,,Heartland Energy [36%]; City of Hastings (Nebraska) [15%]; unknown [4%]; Municipal Energy Agency of Nebraska [36%]; City of Grand Island (Nebraska) [6%],E100000132388 [4%]; E100001001241 [15%]; E100000150456 [36%]; E100001001313 [36%]; E100000002212 [6%],Heartland Energy [36.4%]; Municipal Energy Agency of Nebraska [36.4%]; City of Hastings (Nebraska) [15.9%]; City of Grand Island (Nebraska) [6.8%]; unknown [4.6%],E100001001313 [36.4%]; E100000150456 [36.4%]; E100001001241 [15.9%]; E100000002212 [6.8%]; E100000132388 [4.6%],248.0,operating,2011.0,,,subcritical,subbituminous,,,,,Hastings,Adams,,Nebraska,Northern America,Americas,40.580619,-98.310782,exact,,,,,,,,,14,0.55,11312.6,96100,1.370563135164881,21,28.7818258384625
July 2025,G100000110920,L100000103797,United States,https://www.gem.wiki/White_Bluff_Generating_Plant,White Bluff Generating Plant,Unit 2,,,Entergy Arkansas LLC [57%]; unknown [8%]; Arkansas Electric Cooperative Corp [35%],E100000002987 [57%]; E100000002176 [35%]; E100000132388 [8%],Entergy Corp [57.0%]; Arkansas Electric Cooperative Corp [35.0%]; unknown [8.0%],E100000001209 [57.0%]; E100000002176 [35.0%]; E100000132388 [8.0%],900.0,operating,1981.0,,2028.0,subcritical,subbituminous,,,,,Redfield,Jefferson,,Arkansas,Northern America,Americas,34.423453,-92.139322,exact,,,,,,,,,44,0.55,10877.5,96100,4.782517143487875,3,14.34755143046362
July 2025,G100000110924,L100000103901,United States,https://www.gem.wiki/Whitewater_Valley_Generating_Station,Whitewater Valley Generating Station,Unit 2,,,City of Richmond (Indiana) [100%],E100001001248 [100%],City of Richmond (Indiana) [100.0%],E100001001248 [100.0%],60.9,operating,1973.0,,2028.0,subcritical,bituminous,,,,,Richmond,Wayne,,Indiana,Northern America,Americas,39.8022,-84.8953,exact,,,,,,,,,52,0.55,12617.9,94600,0.369536257909575,3,1.108608773728725
July 2025,G100000110945,L100000104181,United States,https://www.gem.wiki/Williams_Station,Williams Station,Unit 1,AM Williams power station,,South Carolina Genertg Co Inc [100%],E100001001411 [100%],Dominion Energy Inc [100.0%],E100000001193 [100.0%],632.7,operating,1973.0,,2031.0,supercritical,bituminous,,,,,Goose Creek,Berkeley,,South Carolina,Northern America,Americas,33.015178,-79.927678,exact,,,,,,,,,52,0.55,10511.25,94600,3.198194578652499,6,19.18916747191499
July 2025,G100000110948,L100000103953,United States,https://www.gem.wiki/Wilson_Station,Wilson Station,Unit 1,DB Wilson power station,,Big Rivers Electric Corp [100%],E100000002184 [100%],Big Rivers Electric Corp [100.0%],E100000002184 [100.0%],509.4,operating,1984.0,,,subcritical,bituminous,,,,,Centertown,Ohio,,Kentucky,Northern America,Americas,37.4497,-87.080458,exact,,,,,,,,,41,0.55,10877.5,94600,2.664653329074478,5,13.32326664537239
July 2025,G100000110952,L100000104182,United States,https://www.gem.wiki/Winyah_Generating_Station,Winyah Generating Station,Unit 2,,,South Carolina Public Service Authority [100%],E100000001294 [100%],South Carolina Public Service Authority [100.0%],E100000001294 [100.0%],315.0,operating,1977.0,,2030.0,subcritical,bituminous,,,,,Georgetown,Georgetown,,South Carolina,Northern America,Americas,33.329533,-79.357736,exact,,,,,,,,,48,0.55,11747.7,94600,1.779574131431366,5,8.89787065715683
July 2025,G100000111046,L100000104288,United States,https://www.gem.wiki/Wygen_I_power_station,Wygen I power station,--,Wygen power station,,Black Hills Electric Generation LLC [100%],E100001001210 [100%],Black Hills Corp [100.0%],E100000001157 [100.0%],88.0,operating,2003.0,,,subcritical,subbituminous,,,,,Gillette,Campbell,,Wyoming,Northern America,Americas,44.286754,-105.387451,exact,,,,,,,,,22,0.55,12182.8,96100,0.5237387662912946,13,6.808603961786829
July 2025,G100000111048,L100000104290,United States,https://www.gem.wiki/Wygen_II_power_station,Wygen II power station,--,Wygen 2,,Cheyenne Light Fuel & Power [100%],E100000002685 [100%],Black Hills Corp [100.0%],E100000001157 [100.0%],95.0,operating,2008.0,,,subcritical,subbituminous,,,,,Gillette,Campbell,,Wyoming,Northern America,Americas,44.287911,-105.383969,exact,,,,,,,,,17,0.55,11312.6,96100,0.5250141041962245,18,9.450253875532042
July 2025,G100000111047,L100000104289,United States,https://www.gem.wiki/Wygen_III_power_station,Wygen III power station,--,,,Montana-Dakota Utilities Co [25%]; Black Hills Power Inc [52%]; City of Gillette (Wyoming) [23%],E100000002544 [52%]; E100001001232 [23%]; E100000003593 [25%],Black Hills Corp [52.0%]; MDU Resources Group Inc [25.0%]; City of Gillette (Wyoming) [23.0%],E100000001157 [52.0%]; E100000001250 [25.0%]; E100001001232 [23.0%],116.2,operating,2010.0,,,subcritical,subbituminous,,,,,Gillette,Campbell,,Wyoming,Northern America,Americas,44.286754,-105.387451,exact,,,,,,,,,15,0.55,11312.6,96100,0.6421751463958032,20,12.84350292791606
